Date;Time of day;Biomass[MWh];Hydropower[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other renewable[MWh];Nuclear[MWh];Fossil brown coal[MWh];Fossil hard coal[MWh];Fossil gas[MWh];Hydro pumped storage[MWh];Other conventional[MWh]
Jan 1, 2015;12:00 AM;1,005.5;288.25;130;2,028.25;0;14.5;2,685.5;3,976.25;686;263;192.5;1,521.75
Jan 1, 2015;12:15 AM;1,007;287.75;129.25;2,023;0;14.5;2,646.25;3,963.25;721.25;261.75;149.75;1,498
Jan 1, 2015;12:30 AM;1,006.5;292.75;128.5;2,040.25;0;14.5;2,660.75;3,924.75;695.75;260.5;173.25;1,503.25
Jan 1, 2015;12:45 AM;1,005.25;289.5;128.75;2,036.5;0;14.5;2,718;3,871.75;664.75;241.5;95;1,518.75
Jan 1, 2015;1:00 AM;998.75;295.25;128.75;2,045.75;0;14.5;2,772.25;3,899;520.5;202.25;67.5;1,491.75
Jan 1, 2015;1:15 AM;995;300.75;129.25;2,075.25;0;14.5;2,775.25;3,891.25;465;109.75;106.5;1,444
Jan 1, 2015;1:30 AM;994.5;299.75;129.25;2,074.25;0;14.5;2,774.25;3,820.5;464.75;100.75;124.5;1,429.25
Jan 1, 2015;1:45 AM;994.25;292.25;129;2,102.25;0;14.5;2,764.5;3,754;465.5;100.5;111.25;1,476
Jan 1, 2015;2:00 AM;1,001;293.25;129;2,134.5;0;14.5;2,774;3,774.5;449.25;101;167;1,480.25
Jan 1, 2015;2:15 AM;1,005.75;284.25;129;2,133.75;0;14.5;2,763.25;3,737;447.75;101;174.5;1,473.5
Jan 1, 2015;2:30 AM;1,006;280.25;128.25;2,128.75;0;14.5;2,749.75;3,697.25;449;100.75;143.25;1,468.75
Jan 1, 2015;2:45 AM;1,006.75;281.5;127.75;2,143;0;14.5;2,739.25;3,644;463.75;100.25;149.75;1,485.5
Jan 1, 2015;3:00 AM;1,008;284.25;128.5;2,149.5;0;14.5;2,759.25;3,574;483.5;101;136.5;1,537
Jan 1, 2015;3:15 AM;1,010.5;280.25;129.75;2,125.25;0;14.5;2,755.25;3,526.25;488.25;101;139.25;1,517.5
Jan 1, 2015;3:30 AM;1,011.75;279.25;129.75;2,121.5;0;14.5;2,760.75;3,505;487.75;101.25;137.5;1,496
Jan 1, 2015;3:45 AM;1,010.25;278.75;129.75;2,155.75;0;14.5;2,752.5;3,505.75;485;101.25;145;1,449.5
Jan 1, 2015;4:00 AM;1,008.75;279.25;129.75;2,184;0;14.5;2,766.5;3,540.25;469.5;101.25;142.25;1,476
Jan 1, 2015;4:15 AM;1,009.75;278.25;129.75;2,181;0;14.5;2,751;3,547.75;514.25;101.25;141.25;1,480.75
Jan 1, 2015;4:30 AM;1,010.5;277.5;130.25;2,149.75;0;14.5;2,736.25;3,536.5;512.5;101.25;153.75;1,505.5
Jan 1, 2015;4:45 AM;1,008.75;277;130;2,128.75;0;14.5;2,708.5;3,524.5;501.75;101.25;165.5;1,525.5
Jan 1, 2015;5:00 AM;1,006.75;278.25;129;2,201;0;14.5;2,703.75;3,468.75;433;102;149;1,503.75
Jan 1, 2015;5:15 AM;1,009.25;276.5;130.25;2,186.5;0;14.5;2,683.75;3,408.25;433.5;101.75;154.5;1,491.75
Jan 1, 2015;5:30 AM;1,007.75;276.25;130.25;2,170.5;0;14.5;2,667.5;3,352.5;432.75;101.25;160.75;1,508
Jan 1, 2015;5:45 AM;1,004.75;276.75;130.5;2,153.75;0;14.5;2,641;3,280;440.5;101.25;165;1,499.5
Jan 1, 2015;6:00 AM;1,003.5;276.25;130.5;2,182.5;0;14.5;2,631.25;3,163.75;454.25;101.25;156;1,499
Jan 1, 2015;6:15 AM;1,002.75;278.25;130.5;2,236;0;14.5;2,605.25;3,125.75;476.75;100.75;160.5;1,504.75
Jan 1, 2015;6:30 AM;1,003.75;279;130.25;2,345.75;0;14.5;2,561.75;3,085;478;101.25;169.25;1,510.5
Jan 1, 2015;6:45 AM;1,003.5;278.25;130.25;2,403;0;14.5;2,501.25;3,062.5;477.75;101;180.25;1,530
Jan 1, 2015;7:00 AM;1,004.5;278.75;130;2,405.75;0;14.5;2,469.75;3,033.5;504.5;101;148.5;1,502
Jan 1, 2015;7:15 AM;1,004.75;279;130;2,437;0;14.5;2,487;3,018.25;504;100.75;152;1,500
Jan 1, 2015;7:30 AM;1,001.5;278;130;2,479;0;14.5;2,522.75;3,021.25;502.75;103;170.75;1,505.25
Jan 1, 2015;7:45 AM;1,002;278;130.25;2,489.25;0;14.5;2,555.75;3,023.75;492.25;104.5;163.75;1,510.75
Jan 1, 2015;8:00 AM;1,001.75;276;131;2,465.25;0;14.5;2,565.25;3,091.25;470;104.25;167.75;1,526
Jan 1, 2015;8:15 AM;998.75;276.25;131;2,477.25;3.5;14.5;2,573.5;3,110.75;517;104;187.75;1,591.25
Jan 1, 2015;8:30 AM;1,000;277.75;131.5;2,381.75;12.25;14.5;2,568.75;3,108.75;514.25;104.25;172.75;1,546.25
Jan 1, 2015;8:45 AM;999.25;277.5;131.75;2,358.75;37.25;14.5;2,538.25;3,126.75;517.25;104.75;173.25;1,598.25
Jan 1, 2015;9:00 AM;1,000.5;278.25;131.75;2,335;85.25;14.5;2,510.5;3,208.75;465;104.25;168.75;1,605.5
Jan 1, 2015;9:15 AM;1,005.75;279;131.75;2,385;143.25;14.5;2,499;3,203.25;466.25;104.25;170.25;1,646
Jan 1, 2015;9:30 AM;1,004.75;282;131.75;2,401.75;216.5;14.5;2,511.5;3,203;465.25;105;170.75;1,744.75
Jan 1, 2015;9:45 AM;1,005.25;281.75;131.75;2,380;328.25;14.5;2,539.25;3,215.5;470.75;105.25;164.5;1,751.5
Jan 1, 2015;10:00 AM;1,006;280;131.75;2,420.25;405.75;14.5;2,544.75;3,203.25;503;104.5;119.5;1,753
Jan 1, 2015;10:15 AM;1,005.5;279.75;131.25;2,468.75;472.5;14.5;2,523.25;3,194.75;514.25;104.75;120.5;1,682.75
Jan 1, 2015;10:30 AM;1,000;280.25;130.5;2,540;557.25;14.5;2,511.75;3,184;508.25;104.5;122.75;1,709
Jan 1, 2015;10:45 AM;996.25;282;131.5;2,596;681.25;14.5;2,502.5;3,179;506.75;104.75;127;1,732
Jan 1, 2015;11:00 AM;999.5;284;131.75;2,642.25;754.25;14.5;2,484.5;3,174.75;539.75;105;78.75;1,710.75
Jan 1, 2015;11:15 AM;1,006;289.25;131.75;2,695.75;799;14.5;2,484.25;3,087;550.75;105;54.5;1,682.5
Jan 1, 2015;11:30 AM;1,003.75;290;131.75;2,728;871.25;14.5;2,490.25;3,071;538.25;103.25;80;1,641.5
Jan 1, 2015;11:45 AM;1,002.5;283;132;2,796.5;939.75;14.5;2,490;3,151.75;555.75;103;79.75;1,653.75
Jan 1, 2015;12:00 PM;1,003.25;287;132;2,809.75;1,030.75;14.5;2,511.25;3,135.75;582.75;103.5;46.25;1,615.5
Jan 1, 2015;12:15 PM;1,002.75;285.25;132;2,900.75;1,064;14.5;2,525.5;3,121;649.25;103.5;29.75;1,590.75
Jan 1, 2015;12:30 PM;1,002.75;284.25;132;2,927.5;1,071.5;14.5;2,527.25;3,122;653.25;103;27.25;1,624
Jan 1, 2015;12:45 PM;1,005.5;283.25;131.75;2,937.25;1,032;14.5;2,555;3,119.5;649.5;103;32.25;1,698.25
Jan 1, 2015;1:00 PM;1,002.75;283.25;131.75;2,963.5;976;14.5;2,593.25;3,125;612;103.5;44.5;1,603.25
Jan 1, 2015;1:15 PM;998;281.25;132;3,032.25;913.75;14.5;2,600.75;3,099.5;617.75;103.75;50;1,613.25
Jan 1, 2015;1:30 PM;1,001.75;282;132;3,014.5;833;14.5;2,625;3,108.25;612.25;103.25;37.5;1,669.25
Jan 1, 2015;1:45 PM;1,002.75;281.5;132;2,967;777.75;14.5;2,634.5;3,118.25;606.5;102.75;48.5;1,669
Jan 1, 2015;2:00 PM;1,004.75;292.75;131;2,889.5;703.5;14.5;2,671.5;3,158.75;581.5;103.75;125.5;1,645.25
Jan 1, 2015;2:15 PM;1,006.25;287;131.25;2,872.75;616.25;14.5;2,699;3,150.25;573.5;103.5;75.75;1,643.75
Jan 1, 2015;2:30 PM;1,006.5;285.25;131.25;2,830.75;525.5;14.5;2,722;3,161.25;569.25;103;122.75;1,655.25
Jan 1, 2015;2:45 PM;1,006.5;289.75;131.25;2,803;433.5;14.5;2,735.75;3,183.25;568.75;102.75;106.25;1,646.25
Jan 1, 2015;3:00 PM;1,007.25;294.75;131.25;2,777.25;325;14.5;2,755.25;3,197.25;524.5;116.75;281.5;1,671
Jan 1, 2015;3:15 PM;1,008.5;291.75;131;2,784.75;218.5;14.5;2,770.25;3,301.75;513;128.5;297.75;1,691.75
Jan 1, 2015;3:30 PM;1,007.25;288.5;131.25;2,832.25;133.5;14.5;2,773.5;3,415;519.25;128;256.75;1,692.75
Jan 1, 2015;3:45 PM;1,005.5;285;131;2,932.25;68.5;14.5;2,770.75;3,504.5;517.25;152.5;190;1,754.5
Jan 1, 2015;4:00 PM;1,008;281;131;3,044.5;30;14.5;2,743;3,567;500.5;167;112;1,701.75
Jan 1, 2015;4:15 PM;1,009.5;282;131;3,201;13;14.5;2,751.25;3,639;543.75;166.25;82.75;1,684.5
Jan 1, 2015;4:30 PM;1,008;288.25;131.25;3,341.75;6;14.5;2,746.75;3,726.25;565.25;167.25;140;1,695.25
Jan 1, 2015;4:45 PM;1,004.5;294.5;131.25;3,470.75;1;14.5;2,765.5;3,783;594.75;167.5;327.25;1,647.25
Jan 1, 2015;5:00 PM;1,006.25;292.5;131.25;3,556.5;0;14.5;2,747.5;3,741.25;595.25;186;165;1,633
Jan 1, 2015;5:15 PM;1,006.25;293.75;131;3,666.75;0;14.5;2,769.5;3,783;608.25;208;216.5;1,572.5
Jan 1, 2015;5:30 PM;1,008.75;294.75;131.25;3,807.75;0;14.5;2,778.25;3,774.75;607.5;209.25;274.25;1,555.25
Jan 1, 2015;5:45 PM;1,008.25;290.5;131;3,880.5;0;14.5;2,762.25;3,705.25;605.5;211.25;359;1,525.25
Jan 1, 2015;6:00 PM;1,007.25;293.25;131;3,971.75;0;14.5;2,740.25;3,577.75;571.5;192.75;227;1,617.5
Jan 1, 2015;6:15 PM;1,008.5;292.5;131;4,060;0;14.5;2,734;3,594.25;494.5;171.25;268.25;1,603.75
Jan 1, 2015;6:30 PM;1,007;291.25;131;4,121.5;0;14.5;2,728.25;3,599.5;492.75;170.25;203.5;1,593
Jan 1, 2015;6:45 PM;1,004.75;291.5;131;4,190.75;0;14.5;2,727.75;3,557;494.25;168.25;127.75;1,605.25
Jan 1, 2015;7:00 PM;1,004.25;295.5;131;4,289.25;0;14.5;2,733.5;3,500.75;446.25;168.5;281.25;1,651
Jan 1, 2015;7:15 PM;1,003.25;286.5;131;4,338;0;14.5;2,724.75;3,435.25;429.25;168;316.5;1,683.25
Jan 1, 2015;7:30 PM;994.75;288.75;130.75;4,402;0;14.5;2,708.25;3,362.25;430;170.5;228;1,683
Jan 1, 2015;7:45 PM;1,000;287;130.75;4,455.25;0;14.5;2,695.25;3,236.5;436;171.25;208.25;1,656
Jan 1, 2015;8:00 PM;998.25;292.25;130.75;4,547.25;0;14.5;2,697.25;3,162.75;448;185.75;372;1,659
Jan 1, 2015;8:15 PM;997;293.25;130.5;4,617.75;0;14.5;2,641;3,132.25;500.5;247.25;203;1,650.75
Jan 1, 2015;8:30 PM;999.5;291.25;130.5;4,691.25;0;14.5;2,527;3,113.5;499.5;254.25;43.25;1,694.25
Jan 1, 2015;8:45 PM;997;291.5;130.5;4,802.75;0;14.5;2,477.75;2,992.5;507.25;254.75;23.5;1,660.25
Jan 1, 2015;9:00 PM;997.5;295.5;130.5;4,870;0;14.5;2,476.5;2,891.25;464;236.25;76.5;1,723.75
Jan 1, 2015;9:15 PM;998.5;295.75;130.5;4,925.5;0;14.5;2,449.5;2,864.75;487;235.75;57;1,762.25
Jan 1, 2015;9:30 PM;997;299.75;130.5;4,974.5;0;14.5;2,452.5;2,810.25;495.25;234.75;3.25;1,730.75
Jan 1, 2015;9:45 PM;997;295.5;129.5;5,061.5;0;14.5;2,461.5;2,750.75;489.25;234.75;4.25;1,681.25
Jan 1, 2015;10:00 PM;999.25;293.5;130.25;5,132.75;0;14.5;2,468.75;2,632.75;490.5;277.5;289.25;1,743.5
Jan 1, 2015;10:15 PM;999.25;292.5;130.5;5,172.25;0;14.5;2,451.25;2,611.5;476.75;287.75;205.25;1,686
Jan 1, 2015;10:30 PM;1,000;291.75;130;5,164.5;0;14.5;2,442.25;2,622.5;441.25;289.25;41.75;1,731.5
Jan 1, 2015;10:45 PM;1,001.5;292.5;128.75;5,246.5;0;14.5;2,386.75;2,593.75;435;287.5;47.75;1,729
Jan 1, 2015;11:00 PM;1,001;289;126.25;5,269;0;14.5;2,351.25;2,515.25;428;262.5;69.5;1,769.75
Jan 1, 2015;11:15 PM;998.75;292.75;125;5,355.25;0;14.5;2,297.5;2,503;417.75;257.75;65.5;1,692.5
Jan 1, 2015;11:30 PM;999.5;293.75;124.75;5,464.75;0;14.5;2,218.75;2,479;418.25;256;77;1,659.75
Jan 1, 2015;11:45 PM;1,002.5;286.5;118;5,500;0;14.5;2,178.25;2,372.5;418.5;242;90.75;1,669
Jan 2, 2015;12:00 AM;1,001.75;286;97.75;5,529.25;0;14.5;2,176.5;2,306.25;377.25;214;274;1,647.25
Jan 2, 2015;12:15 AM;1,000.5;277.75;73;5,466.75;0;14.5;2,061.25;2,272.75;414.25;179.75;240;1,619
Jan 2, 2015;12:30 AM;996.75;276.5;67.75;5,532.25;0;14.5;1,990.75;2,245.25;396.5;167.25;247.5;1,636.5
Jan 2, 2015;12:45 AM;1,000.75;281.75;66.5;5,638.5;0;14.5;1,936.25;2,225.75;373.75;166;248.5;1,664.75
Jan 2, 2015;1:00 AM;1,001.5;290.25;67;5,711;0;14.5;1,911.5;2,263.25;323.5;165;343.75;1,774
Jan 2, 2015;1:15 AM;1,001.25;278.5;69.25;5,725.75;0;14.5;1,809.75;2,268.25;331;164;354.25;1,790
Jan 2, 2015;1:30 AM;1,001.5;282.25;69;5,818.75;0;14.5;1,750.5;2,260;327.5;164.25;353.75;1,770
Jan 2, 2015;1:45 AM;999.5;278.25;71.25;5,902.5;0;14.5;1,676;2,235;325.25;164.25;355.25;1,604.75
Jan 2, 2015;2:00 AM;999.75;294.25;70.75;5,969.25;0;14.5;1,690.5;2,262;294.25;164;591.75;1,631.75
Jan 2, 2015;2:15 AM;998.75;271.75;70;5,948.5;0;14.5;1,694;2,277.25;276.75;163.5;625.25;1,623.75
Jan 2, 2015;2:30 AM;999;276.5;69.75;5,986.25;0;14.5;1,665.75;2,271.25;262.75;163;616.5;1,616.25
Jan 2, 2015;2:45 AM;999.25;281.75;71.5;6,062;0;14.5;1,625.5;2,222.25;258;163.25;632.75;1,564.75
Jan 2, 2015;3:00 AM;999.5;285.75;74.75;6,111.75;0;14.5;1,630;2,201.5;255.75;162.5;636.5;1,583.75
Jan 2, 2015;3:15 AM;999.25;287.25;77;6,133;0;14.5;1,623.5;2,198.25;252.75;162.5;631.75;1,599.75
Jan 2, 2015;3:30 AM;1,000;275.75;83.25;6,178.75;0;14.5;1,611;2,198;252.75;162.75;632;1,625.5
Jan 2, 2015;3:45 AM;1,001.75;284.5;89.75;6,285.25;0;14.5;1,602.25;2,181.75;256;163;642;1,621.5
Jan 2, 2015;4:00 AM;999.5;278.5;85;6,293.5;0;14.5;1,601.5;2,098.75;282.25;162.25;454;1,666
Jan 2, 2015;4:15 AM;999.25;278.5;83.25;6,326.25;0;14.5;1,575.75;2,093;354;163.25;454.5;1,670.75
Jan 2, 2015;4:30 AM;999;287.25;81.25;6,381.75;0;14.5;1,564.75;2,090.25;363.25;163.25;455;1,632.75
Jan 2, 2015;4:45 AM;994;278;85.5;6,384.5;0;14.5;1,562;2,123.75;373.25;163.25;455.75;1,618.25
Jan 2, 2015;5:00 AM;995.25;271.75;90.5;6,447.5;0;14.5;1,598;2,139.5;337.5;161.25;322.5;1,634.75
Jan 2, 2015;5:15 AM;998;274;100.75;6,470.75;0;14.5;1,656.75;2,131.25;385.5;161.75;321.75;1,663.5
Jan 2, 2015;5:30 AM;997;279;94.5;6,472.75;0;14.5;1,732;2,146.5;391.5;162.5;317.75;1,762
Jan 2, 2015;5:45 AM;991.25;276;102.5;6,392.75;0;14.5;1,773.25;2,185;399.75;162.75;298;1,733.75
Jan 2, 2015;6:00 AM;992.75;275.75;121;6,478.5;0;14.5;1,787.25;2,169;433.5;164.25;325.75;1,683.25
Jan 2, 2015;6:15 AM;989.75;277.5;124;6,492.75;0;14.5;1,837;2,181.25;446.5;166;326.5;1,610.75
Jan 2, 2015;6:30 AM;994.25;280.25;126.25;6,514.75;0;14.5;1,882.75;2,209.5;453.75;167;321.75;1,651.25
Jan 2, 2015;6:45 AM;994.5;283;127;6,371.25;0;14.5;1,935;2,216.75;463.25;167.75;285.25;1,715
Jan 2, 2015;7:00 AM;994.25;281.5;125.25;6,411;0;14.5;1,960.5;2,201.75;527.25;167.5;95;1,868.75
Jan 2, 2015;7:15 AM;999.25;283.5;124;6,435;0;14.5;1,988.75;2,212.5;557;166.75;90;1,817.25
Jan 2, 2015;7:30 AM;1,002.75;283.5;125;6,427.5;0;14.5;2,036;2,229.25;585.75;166.75;153.75;1,757.75
Jan 2, 2015;7:45 AM;1,005.5;280.5;124;6,421;0;14.5;2,090.5;2,281.5;644.5;167.25;166.25;1,837.5
Jan 2, 2015;8:00 AM;1,004.75;278;125;6,466;0.25;14.5;2,191;2,407;707;167.25;9.5;1,860.5
Jan 2, 2015;8:15 AM;1,005.75;275.75;124;6,548.25;5.5;14.5;2,285.75;2,498.25;813.75;167;149.25;1,867
Jan 2, 2015;8:30 AM;1,005.5;284.75;118;6,600.75;11.5;14.5;2,314.5;2,550;829.5;167.25;271.75;1,784.25
Jan 2, 2015;8:45 AM;1,004.75;291.5;113;6,494.75;20.75;14.5;2,389;2,534;831.25;167.25;275.5;1,799.25
Jan 2, 2015;9:00 AM;1,004.25;275.5;106;6,485.75;34.75;14.5;2,417;2,583.75;796.5;171.5;180.25;1,790.25
Jan 2, 2015;9:15 AM;1,004;273;86.5;6,473;53;14.5;2,418.25;2,688.75;813.5;178.25;229.75;1,801.25
Jan 2, 2015;9:30 AM;999.25;271;82.75;6,316.5;69.5;14.5;2,451.25;2,820;815.75;179.25;171.25;1,848.5
Jan 2, 2015;9:45 AM;998.25;271.75;92.25;6,291.5;95.25;14.5;2,523.25;2,876.5;815.5;180.25;124;1,874.75
Jan 2, 2015;10:00 AM;999.25;271.75;100.75;6,322.75;121;14.5;2,524.75;2,908.75;819.5;178.75;208;1,834.75
Jan 2, 2015;10:15 AM;1,001.75;272.5;96.75;6,276.25;151;14.5;2,524.75;2,955.5;831.75;178.5;177.25;1,837.75
Jan 2, 2015;10:30 AM;998.25;272.75;99;6,301.75;181;14.5;2,523.5;2,997;840.75;178.5;196.75;1,858.75
Jan 2, 2015;10:45 AM;997;273;109.5;6,334.75;213.75;14.5;2,524.75;3,019.5;837.5;178.75;173.5;1,808
Jan 2, 2015;11:00 AM;995;275.25;110.75;6,339.5;246.75;14.5;2,559;3,046.75;828.5;182.75;127;1,817.5
Jan 2, 2015;11:15 AM;994.75;278.5;102.25;6,339;292.5;14.5;2,555.5;3,070.25;831.5;184;161.75;1,798.25
Jan 2, 2015;11:30 AM;994.25;278.75;99.75;6,366.75;336.5;14.5;2,557.5;3,105.75;836.25;183.75;123.25;1,786.25
Jan 2, 2015;11:45 AM;995.5;277;106.75;6,345.5;386.75;14.5;2,560;3,140.75;839.5;184.25;125.75;1,792.75
Jan 2, 2015;12:00 PM;1,001;277.5;108;6,325;413.75;14.5;2,559.75;3,175.5;834.5;181.25;136;1,787
Jan 2, 2015;12:15 PM;1,003.5;276.25;104.75;6,300.5;421.75;14.5;2,556;3,179.5;894.25;181.5;91.25;1,718
Jan 2, 2015;12:30 PM;1,004.5;275.5;100.25;6,303.5;438.75;14.5;2,562.25;3,169.75;893.75;182;51.5;1,793
Jan 2, 2015;12:45 PM;1,005.75;275.25;101.25;6,298.75;451.75;14.5;2,559.5;3,098.25;893;182;48.75;1,693.5
Jan 2, 2015;1:00 PM;1,003.75;274.75;106.25;6,302.25;474.25;14.5;2,566.5;3,038.75;840;182;96.75;1,661.5
Jan 2, 2015;1:15 PM;1,001.25;273.5;106.75;6,359.75;487.25;14.5;2,566;3,007;824.5;181.25;42;1,628.75
Jan 2, 2015;1:30 PM;1,002;274.5;106.25;6,338.25;484.5;14.5;2,562;2,943.75;763;180.25;130.5;1,644.75
Jan 2, 2015;1:45 PM;1,002.25;275.25;111.75;6,363;453.25;14.5;2,568.75;2,907.75;745;179.75;77.75;1,673.25
Jan 2, 2015;2:00 PM;1,001.25;275.5;121;6,284.5;409.75;14.5;2,567;2,912.75;742.25;180;89.25;1,646.75
Jan 2, 2015;2:15 PM;1,005.75;279;122.25;6,218.5;361.5;14.5;2,541.75;2,904.25;741.75;179.75;170.25;1,649.75
Jan 2, 2015;2:30 PM;1,006.5;280;121.25;6,175;313.5;14.5;2,539.5;2,928;742;183.5;190;1,711.25
Jan 2, 2015;2:45 PM;1,006.25;280.25;121.25;6,133.5;267.5;14.5;2,539;3,015;742.5;185;170.75;1,777.25
Jan 2, 2015;3:00 PM;1,005.5;280;122;6,184.75;211.25;14.5;2,545.25;3,089;738.25;185.5;253.5;1,744.75
Jan 2, 2015;3:15 PM;1,002;278.75;121;6,106.5;149.25;14.5;2,554;3,145;746.75;185.75;198.25;1,766.75
Jan 2, 2015;3:30 PM;1,003;277.75;121.75;6,098.25;100;14.5;2,552.5;3,198.5;782.5;185;166.75;1,749.25
Jan 2, 2015;3:45 PM;1,005.5;278;124.5;6,103.5;55.75;14.5;2,555.5;3,239.75;820.75;184.75;136.25;1,738.5
Jan 2, 2015;4:00 PM;1,005.5;278.75;125.5;6,142.5;26;14.5;2,567;3,245.25;830;184.25;272;1,686.75
Jan 2, 2015;4:15 PM;1,007;281.75;127;6,091.75;11.5;14.5;2,590.5;3,261.25;885.5;184.75;311.5;1,665.75
Jan 2, 2015;4:30 PM;1,009;285;124.5;6,019.5;6;14.5;2,631.75;3,334.5;888;186;322;1,675.25
Jan 2, 2015;4:45 PM;1,009.75;282.5;116.5;5,971.75;2;14.5;2,651;3,391.75;892.75;188.25;378.25;1,676.5
Jan 2, 2015;5:00 PM;1,008.5;282.25;120.25;5,936.5;0;14.5;2,640;3,408;862.25;188.25;283.5;1,704.75
Jan 2, 2015;5:15 PM;1,007.5;284.5;121.75;5,912.75;0;14.5;2,658.5;3,412.75;859;188.75;282;1,707.25
Jan 2, 2015;5:30 PM;1,008.75;286.25;125.5;5,946.25;0;14.5;2,666.25;3,413.5;857.25;189.25;300.25;1,737.25
Jan 2, 2015;5:45 PM;1,009.25;286.75;124.5;6,014;0;14.5;2,668.5;3,415.5;838.25;190;293.25;1,723.75
Jan 2, 2015;6:00 PM;1,010.5;287;121.25;6,103.5;0;14.5;2,670.5;3,375.75;814;187.5;303.25;1,682.5
Jan 2, 2015;6:15 PM;1,009;289.25;119.5;6,135.25;0;14.5;2,683;3,350.75;800.75;188;317.75;1,647.5
Jan 2, 2015;6:30 PM;1,007.5;288.25;115.75;6,157;0;14.5;2,682;3,372;785.5;188.5;301.75;1,700.75
Jan 2, 2015;6:45 PM;1,007.75;290;118.75;6,139.25;0;14.5;2,679;3,351.75;770.25;188.75;291.25;1,656.75
Jan 2, 2015;7:00 PM;1,006;292.75;120.75;6,128.25;0;14.5;2,691.75;3,300;742.75;187.75;416.5;1,659
Jan 2, 2015;7:15 PM;1,009;291.75;125.5;6,069;0;14.5;2,682.25;3,278.25;740.5;188.25;300.5;1,639
Jan 2, 2015;7:30 PM;1,009.75;290.75;127.75;6,066;0;14.5;2,678;3,261.25;739.75;187.75;177.75;1,672.5
Jan 2, 2015;7:45 PM;1,008.5;291.25;127.75;6,017.75;0;14.5;2,650.5;3,120.75;738;187.75;186.75;1,745.25
Jan 2, 2015;8:00 PM;1,007.5;295.25;128.5;6,006.5;0;14.5;2,670.25;2,897;694.75;188;271.75;1,663.25
Jan 2, 2015;8:15 PM;1,006;288.75;127.75;5,944.75;0;14.5;2,681.25;2,752.75;718;187.25;151.75;1,676.25
Jan 2, 2015;8:30 PM;1,005.75;286;127.75;5,885.5;0;14.5;2,617.25;2,661.75;717.75;186.75;76;1,660.75
Jan 2, 2015;8:45 PM;1,009.25;289;127.5;5,930.25;0;14.5;2,571.5;2,594.75;718.5;186;58;1,742.5
Jan 2, 2015;9:00 PM;1,009;283.75;124.25;5,935.75;0;14.5;2,527;2,551.5;692.75;185.25;64;1,670.25
Jan 2, 2015;9:15 PM;1,008.25;286.5;110;5,977;0;14.5;2,512.5;2,494.75;708.5;183.75;61;1,617.75
Jan 2, 2015;9:30 PM;1,009.75;288.25;115.75;5,961.25;0;14.5;2,500.5;2,451.5;710.75;183.75;53.25;1,619
Jan 2, 2015;9:45 PM;1,009.75;288.5;126.25;6,016;0;14.5;2,484;2,445;711.25;184.25;62;1,630
Jan 2, 2015;10:00 PM;1,006.75;296.5;123.75;5,924;0;14.5;2,505;2,434;725.5;184.5;61;1,625.75
Jan 2, 2015;10:15 PM;1,006.25;293.5;123.75;5,992.75;0;14.5;2,494.25;2,430;731.25;183.5;52.5;1,599
Jan 2, 2015;10:30 PM;1,006.5;290.25;127.75;6,045.5;0;14.5;2,513;2,433.25;730;182.75;7.5;1,587.5
Jan 2, 2015;10:45 PM;1,005.25;290.25;127;6,080.75;0;14.5;2,167.25;2,399.5;727.25;182.75;18;1,622.25
Jan 2, 2015;11:00 PM;1,004.5;300;120.25;6,073.5;0;14.5;2,153.75;2,288.25;678.5;184.5;144.25;1,594.25
Jan 2, 2015;11:15 PM;1,005.75;299.5;123;6,068.75;0;14.5;2,110;2,221.25;665.5;184.25;137;1,524
Jan 2, 2015;11:30 PM;1,003.5;297.5;110.75;6,026;0;14.5;2,108.25;2,216;656;183.75;88;1,398.5
Jan 2, 2015;11:45 PM;1,001.5;295.75;121.5;5,982.25;0;14.5;2,077.5;2,197;617.75;183;100.75;1,412.25
Jan 3, 2015;12:00 AM;1,000;306.75;125.75;5,938;0;14.5;2,092;2,132;530.75;212;363.25;1,401.5
Jan 3, 2015;12:15 AM;1,000;293.75;127;5,888;0;14.5;2,051.5;2,085.5;553.5;245.5;309.5;1,398.25
Jan 3, 2015;12:30 AM;995.5;291;128.25;5,891.25;0;14.5;2,000.75;2,048.25;544.5;229.25;69.25;1,496
Jan 3, 2015;12:45 AM;996.5;289.5;128.25;5,849.25;0;14.5;1,971.75;2,028.5;527.75;236.75;80;1,593.25
Jan 3, 2015;1:00 AM;997.5;294.75;128.25;5,771.25;0;14.5;2,020;2,060.5;453.5;269;172.75;1,587.75
Jan 3, 2015;1:15 AM;997.5;293.25;126.5;5,714;0;14.5;2,001.5;2,062.25;395;271.75;189.25;1,501.25
Jan 3, 2015;1:30 AM;995;298.75;127;5,688.5;0;14.5;1,995.25;2,070.75;368.5;272;218;1,490.75
Jan 3, 2015;1:45 AM;997;297.5;127.5;5,593.75;0;14.5;1,981.25;2,043;343.75;270.75;188.5;1,507.5
Jan 3, 2015;2:00 AM;996.5;302.5;128.25;5,533.5;0;14.5;1,984.25;2,079.75;308.25;271.25;217;1,498.75
Jan 3, 2015;2:15 AM;997.75;296.75;128.25;5,470.25;0;14.5;1,970.75;2,075;304.75;270.5;274;1,498.5
Jan 3, 2015;2:30 AM;1,001.5;315;128;5,320.25;0;14.5;2,006.5;2,079.5;304.25;271.75;500.5;1,481.25
