Date;Time of day;Biomass[MWh];Hydropower[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other renewable[MWh];Nuclear[MWh];Fossil brown coal[MWh];Fossil hard coal[MWh];Fossil gas[MWh];Hydro pumped storage[MWh];Other conventional[MWh]
Feb 19, 2015;6:00 AM;988;349;173;2,287.25;0;14.75;2,799;4,342.75;3,825.75;287.5;0;2,028
Feb 19, 2015;6:15 AM;991.75;348.5;173;2,295;0;14.75;2,809.5;4,340.5;3,958.75;309.75;32;2,071.5
Feb 19, 2015;6:30 AM;995.25;363.25;173;2,269;0;14.75;2,809;4,342.75;4,001.25;324.75;174.5;2,244.5
Feb 19, 2015;6:45 AM;993.25;350.25;173;2,275.25;0;14.75;2,808.25;4,343;4,019.25;327.25;388.5;2,322.25
Feb 19, 2015;7:00 AM;986.5;343;172.25;2,272;1;14.75;2,797.75;4,338.5;3,998.25;324.5;272.25;2,380
Feb 19, 2015;7:15 AM;985;345;173.25;2,293.5;7;14.75;2,808.5;4,355.25;4,005.5;325.75;448.5;2,453.25
Feb 19, 2015;7:30 AM;988.25;345;172.75;2,337.75;27.75;14.75;2,807.75;4,355.5;4,020;358;532.75;2,444.25
Feb 19, 2015;7:45 AM;991.5;347;170.75;2,320.75;78.25;14.75;2,807.5;4,352.25;4,018.75;366.75;427.75;2,552.75
Feb 19, 2015;8:00 AM;990.25;342;169.25;2,289.5;134.25;14.75;2,807.25;4,363.25;4,013;366.25;403.5;2,546
Feb 19, 2015;8:15 AM;989.25;344;170.75;2,253.75;241;14.75;2,814.75;4,341.75;3,991.75;374.25;347.75;2,653.5
Feb 19, 2015;8:30 AM;987;336.75;171.5;2,240;418.25;14.75;2,813.75;4,336;3,970.25;399.5;380.5;2,651
Feb 19, 2015;8:45 AM;984.5;336.25;171.25;2,210.75;562;14.75;2,814.25;4,337.75;3,906.25;406.25;349.5;2,655.25
Feb 19, 2015;9:00 AM;986.25;336;168.75;2,143;717;14.75;2,813;4,385;3,852;405;424.75;2,700
Feb 19, 2015;9:15 AM;989.25;335;169.5;2,056.5;915.75;14.75;2,817;4,393.75;3,812.5;403.75;424.25;2,692
Feb 19, 2015;9:30 AM;987.75;335.75;172;2,038.5;1,097;14.75;2,812.75;4,390;3,763;406;426.75;2,739
Feb 19, 2015;9:45 AM;986.75;334.5;172.75;1,996.5;1,275.75;14.75;2,815.5;4,376.5;3,719.25;428.5;379;2,772
Feb 19, 2015;10:00 AM;985.25;330.5;172.75;2,003.5;1,442.5;14.75;2,819.25;4,341.75;3,690;477.5;372.5;2,758.5
Feb 19, 2015;10:15 AM;985;328;173;1,997.25;1,596.25;14.75;2,816.25;4,341.5;3,673.5;480.5;374.25;2,710.5
Feb 19, 2015;10:30 AM;980.5;327.5;174.5;2,067.25;1,746.5;14.75;2,816;4,343.25;3,598;481.5;280.75;2,699.5
Feb 19, 2015;10:45 AM;980.25;327.25;176.25;2,174.5;1,891;14.75;2,814.75;4,349.75;3,623;479.25;228.75;2,674.25
Feb 19, 2015;11:00 AM;980.75;327.75;175.5;2,208.25;2,016;14.75;2,818.25;4,356.75;3,561;479;300;2,565
Feb 19, 2015;11:15 AM;986.75;328;176.75;2,211;2,145.5;14.75;2,817.75;4,350;3,458;479;274;2,536.5
Feb 19, 2015;11:30 AM;990.25;326.25;179.75;2,245.25;2,255;14.75;2,819.5;4,348.75;3,421.75;478.5;269.5;2,488
Feb 19, 2015;11:45 AM;993.5;326;181.25;2,232;2,383.75;14.75;2,818.5;4,310.25;3,427.25;473;221.5;2,401.5
Feb 19, 2015;12:00 PM;990;325.25;184.5;2,244.5;2,463.75;14.75;2,820.5;4,228;3,425.5;448.75;246;2,336.25
Feb 19, 2015;12:15 PM;987.25;327;185.5;2,230.5;2,554;14.75;2,819.75;4,212.5;3,438.5;444.5;167;2,318.75
Feb 19, 2015;12:30 PM;985.25;327.25;188.5;2,206.5;2,649.5;14.75;2,817.5;4,204.25;3,399.25;442.75;136.25;2,356.25
Feb 19, 2015;12:45 PM;985.25;326.5;189.75;2,187;2,724.25;14.75;2,819;4,210;3,382.5;442.5;165;2,352.5
Feb 19, 2015;1:00 PM;986;328;191.75;2,171;2,748;14.75;2,814.75;4,181.25;3,341.25;442.75;211;2,302.5
Feb 19, 2015;1:15 PM;987.5;326.25;192.75;2,136.75;2,774.25;14.75;2,810.75;4,178.5;3,332.5;443.5;213.75;2,274.75
Feb 19, 2015;1:30 PM;987.5;326.5;193.5;2,096.75;2,780.75;14.75;2,812.75;4,192.5;3,317.75;441.75;162;2,284.75
Feb 19, 2015;1:45 PM;987.5;327;194.75;2,076.75;2,770;14.75;2,810;4,183;3,323.75;442.5;67.5;2,286.75
Feb 19, 2015;2:00 PM;986.75;327.25;195.5;2,098.75;2,700;14.75;2,810.5;4,181.25;3,276.25;444;184.5;2,277.5
Feb 19, 2015;2:15 PM;985.25;328.75;196.75;2,072.25;2,597;14.75;2,812;4,181.5;3,323;443.75;263;2,270.75
Feb 19, 2015;2:30 PM;985.5;328.75;199;2,044;2,441.75;14.75;2,815.5;4,180;3,330.75;441.25;330.25;2,288.5
Feb 19, 2015;2:45 PM;984.25;329.75;199;2,022.5;2,318.25;14.75;2,813;4,144;3,417.75;438.75;299;2,315.75
Feb 19, 2015;3:00 PM;987;330;198.75;2,058.5;2,139.75;14.75;2,811.25;4,111.5;3,527.75;429.75;178.75;2,385.25
Feb 19, 2015;3:15 PM;990;331.25;197;2,002.25;1,891.5;14.75;2,817.25;4,148.75;3,608;374.25;203.75;2,417
Feb 19, 2015;3:30 PM;991.5;332.5;196.5;1,955.25;1,629.5;14.75;2,815.25;4,186.25;3,639.5;355.75;354.75;2,465.75
Feb 19, 2015;3:45 PM;994.25;335;194.25;1,969.75;1,391.5;14.75;2,814.5;4,191;3,715;355.25;293.25;2,503.5
Feb 19, 2015;4:00 PM;993.25;334.25;194.25;1,898.25;1,135.75;14.75;2,802;4,185;3,660;355.5;161;2,601.75
Feb 19, 2015;4:15 PM;994.5;334.5;192.5;1,919.75;857.75;14.75;2,804.25;4,173;3,665.25;354.75;140.75;2,734.25
Feb 19, 2015;4:30 PM;995.5;334.75;193.25;2,008.5;612.5;14.75;2,813;4,192.75;3,682.5;353.5;196.5;2,743.25
Feb 19, 2015;4:45 PM;995.5;334;197;2,038;407;14.75;2,817;4,204.75;3,698.5;355.25;249.5;2,759.75
Feb 19, 2015;5:00 PM;996;336.75;197.25;2,048.75;236.75;14.75;2,806;4,237.75;3,682.5;366.5;240;2,807
Feb 19, 2015;5:15 PM;997.5;349;199.25;2,093.25;118.5;14.75;2,814;4,263.25;3,710.25;378.25;343.25;2,836.5
Feb 19, 2015;5:30 PM;996.75;353;199.5;2,141.25;32.25;14.75;2,815.5;4,226.75;3,768.5;378.25;514.25;2,841.5
Feb 19, 2015;5:45 PM;998.5;351.5;199;2,226;7.25;14.75;2,816;4,165.5;3,860;385.25;688;2,866.5
Feb 19, 2015;6:00 PM;1,000.75;349.25;196;2,285;3.75;14.75;2,815;4,146.75;3,871.75;436;736;2,757
Feb 19, 2015;6:15 PM;1,002.75;350.25;198.5;2,380;0;14.75;2,821;4,140.5;3,912;467.5;772;2,748.25
Feb 19, 2015;6:30 PM;1,001.75;344.25;200;2,473.75;0;14.75;2,820.75;4,157;3,954.75;487.5;705.5;2,684.75
Feb 19, 2015;6:45 PM;999.25;343;198;2,556.5;0;14.75;2,818.25;4,152;3,964;543.25;714.5;2,588
Feb 19, 2015;7:00 PM;1,002.25;345;198.5;2,642.75;0;14.75;2,818.5;4,085.5;3,977.5;586.75;567.75;2,700.75
Feb 19, 2015;7:15 PM;1,002.25;342.25;198.25;2,727.75;0;14.75;2,815.75;4,056.25;3,988.5;603.75;464.25;2,680.5
Feb 19, 2015;7:30 PM;1,002.5;339.25;200.25;2,761.75;0;14.75;2,813;4,046;3,999.5;622.25;205;2,684.5
Feb 19, 2015;7:45 PM;1,001.5;338.25;201;2,802;0;14.75;2,815.25;4,069.75;4,006.25;628.25;102;2,647.75
Feb 19, 2015;8:00 PM;1,001.5;337;200.25;2,814.25;0;14.75;2,817.75;4,079;4,000.25;606.75;302;2,512
Feb 19, 2015;8:15 PM;999.5;336.75;201.5;2,860;0;14.75;2,810.75;4,077;3,925.75;608.5;125;2,520.5
Feb 19, 2015;8:30 PM;1,000.5;336.5;201.5;2,872.25;0;14.75;2,812.75;4,077.25;3,850.5;611.25;52.25;2,455.5
Feb 19, 2015;8:45 PM;1,000.5;337;201.75;2,916.5;0;14.75;2,803.75;4,065.5;3,782;610.75;2.25;2,435.25
Feb 19, 2015;9:00 PM;1,000.25;342.5;201.75;2,975.75;0;14.75;2,813.5;4,024.25;3,807.75;597;129.75;2,452.5
Feb 19, 2015;9:15 PM;1,000.5;338.75;200.75;2,968.5;0;14.75;2,811.25;4,003.5;3,818.25;596.25;48.25;2,392.5
Feb 19, 2015;9:30 PM;1,000.5;339.5;199.75;2,967;0;14.75;2,803.5;3,977.75;3,780.5;597.75;0;2,321.75
Feb 19, 2015;9:45 PM;1,000.5;334.25;199.75;2,929.25;0;14.75;2,800.25;3,928.5;3,755.5;592.25;0;2,383.25
Feb 19, 2015;10:00 PM;999.25;336.75;199.5;2,918;0;14.75;2,811.5;3,900;3,784;586.25;43.75;2,326.25
Feb 19, 2015;10:15 PM;1,001;326.75;199.5;2,892.25;0;14.75;2,794;3,890;3,677.75;579.5;0;2,345.25
Feb 19, 2015;10:30 PM;998;325.5;200;2,921.75;0;14.75;2,792.5;3,891.75;3,530;578.75;0;2,299.75
Feb 19, 2015;10:45 PM;992.5;325;200;2,911;0;14.75;2,790.25;3,868.75;3,373.75;578.25;25.25;2,276.75
Feb 19, 2015;11:00 PM;992.25;327.5;200;2,892.5;0;14.75;2,800.75;3,826.75;3,247.75;580;27;2,339.5
Feb 19, 2015;11:15 PM;991.25;327;200;2,883;0;14.75;2,789;3,810.25;3,135.5;573.25;26.5;2,164.5
Feb 19, 2015;11:30 PM;990.75;328.25;200.75;2,866.5;0;14.75;2,795.25;3,815.25;3,087.25;557.75;26;2,069.5
Feb 19, 2015;11:45 PM;988.75;328.75;200.75;2,891.75;0;14.75;2,785.75;3,872.25;3,045.25;518.75;0;2,101.5
Feb 20, 2015;12:00 AM;989.5;327.25;200.75;2,936.5;0;14.75;2,801.5;4,144.5;2,943.25;480.75;0;1,914.5
Feb 20, 2015;12:15 AM;990.75;326.25;200.75;2,971;0;14.75;2,790;4,225;2,765.5;425;0;1,840
Feb 20, 2015;12:30 AM;988;325.25;200.75;2,999;0;14.75;2,789.5;4,243.25;2,679.5;398.5;0;1,804.5
Feb 20, 2015;12:45 AM;986.5;324.75;200.75;2,976;0;14.75;2,780;4,241;2,650.25;342.5;0;1,788.75
Feb 20, 2015;1:00 AM;987.5;324.25;200.5;2,919;0;14.75;2,796.25;4,270.5;2,628.5;310.25;0;1,787
Feb 20, 2015;1:15 AM;989;323.25;200.5;2,917.5;0;14.75;2,791.5;4,277;2,614;313.5;0;1,743.75
Feb 20, 2015;1:30 AM;988;322.75;200.5;2,916;0;14.75;2,792.75;4,284.25;2,664.25;313;0;1,762.25
Feb 20, 2015;1:45 AM;987;322.25;200.5;2,888.5;0;14.75;2,784.75;4,285.25;2,615.5;313.5;0;1,775.5
Feb 20, 2015;2:00 AM;986.25;323.75;200;2,893.5;0;14.75;2,771.25;4,290.25;2,494.25;345;0;1,723.75
Feb 20, 2015;2:15 AM;985.5;323;199.5;2,910.25;0;14.75;2,763;4,277;2,407;359;0;1,788.5
Feb 20, 2015;2:30 AM;984.5;323.25;199.5;2,886;0;14.75;2,770.25;4,288.75;2,375.5;361;0;1,800
Feb 20, 2015;2:45 AM;984.5;322.25;199.5;2,920.75;0;14.75;2,764;4,281;2,383;361;0;1,731.25
Feb 20, 2015;3:00 AM;983.75;321;199.5;2,956;0;14.75;2,768.25;4,279.5;2,403.75;361.75;0;1,741.75
Feb 20, 2015;3:15 AM;981.75;319.5;199.5;2,973.25;0;14.75;2,765;4,278;2,423.25;361.5;0;1,730.5
Feb 20, 2015;3:30 AM;980;318;199.25;3,001.75;0;14.75;2,766;4,265.5;2,427.75;362.25;0;1,741.5
Feb 20, 2015;3:45 AM;980.5;318;198.75;3,059;0;14.75;2,763.25;4,267.5;2,406;362.5;0;1,725.25
Feb 20, 2015;4:00 AM;981.5;316.25;197.75;3,038;0;14.75;2,765.5;4,261.75;2,399.25;363;0;1,618.5
Feb 20, 2015;4:15 AM;980.5;314;198.5;3,029;0;14.75;2,765.75;4,258.75;2,399.75;362.75;0;1,576.5
Feb 20, 2015;4:30 AM;983.75;313.5;198.5;3,075.75;0;14.75;2,766.25;4,276.75;2,416.25;362.5;0;1,572.75
Feb 20, 2015;4:45 AM;984.5;313.75;196.75;3,096.5;0;14.75;2,764;4,251.25;2,459;362.5;0;1,628.5
Feb 20, 2015;5:00 AM;985.5;313;195;3,120.75;0;14.75;2,761;4,198.75;2,551.25;372;0;1,756.75
Feb 20, 2015;5:15 AM;990;313.25;194.5;3,134;0;14.75;2,765.5;4,242.5;2,600.5;376.25;0;1,772.75
Feb 20, 2015;5:30 AM;993;313.5;195.75;3,221.5;0;14.75;2,769.75;4,239.5;2,655;381.5;1.75;1,759.25
Feb 20, 2015;5:45 AM;995;313.25;196.5;3,218.75;0;14.75;2,772;4,202.25;2,794.25;388;15.75;1,797
Feb 20, 2015;6:00 AM;994.5;313;196.5;3,259.5;0;14.75;2,779.75;4,031.25;2,867.25;373.5;14;1,832
Feb 20, 2015;6:15 AM;993.25;317;196.5;3,364.5;0;14.75;2,798;3,992.25;3,045.75;365.5;167.5;1,981
Feb 20, 2015;6:30 AM;994;320;196.5;3,374.75;0;14.75;2,803;3,970.5;3,323.75;375.75;314.25;2,083.5
Feb 20, 2015;6:45 AM;996.75;319.75;195.75;3,402;0;14.75;2,799;3,979.5;3,480;382;405.5;2,189
Feb 20, 2015;7:00 AM;996;319.5;196.5;3,403;1;14.75;2,786.5;4,019.75;3,624.75;446.5;143.5;2,309.5
Feb 20, 2015;7:15 AM;996.75;319.5;196.25;3,546.25;11.25;14.75;2,796;4,045.75;3,744.25;487.5;338.75;2,262.25
Feb 20, 2015;7:30 AM;993.25;319.25;195.25;3,644.25;41.75;14.75;2,792.25;4,044.75;3,787.25;491.25;277.5;2,334.25
Feb 20, 2015;7:45 AM;994.25;319;195;3,711;112.25;14.75;2,788.5;4,018;3,807.25;492;227.5;2,349.75
Feb 20, 2015;8:00 AM;991.25;319;195.25;3,770.5;257.5;14.75;2,787.75;3,928.5;3,761.5;542.25;251.25;2,325.5
Feb 20, 2015;8:15 AM;988.75;319.5;196.75;3,834.5;447.25;14.75;2,789;3,858.75;3,710.75;606.5;210.75;2,343
Feb 20, 2015;8:30 AM;983.5;320;197.25;3,899.75;662.25;14.75;2,782;3,847.5;3,671.75;616.5;84.25;2,303
Feb 20, 2015;8:45 AM;983.25;318.5;197;3,917.75;929.5;14.75;2,764.25;3,851.5;3,503.75;618.75;47.25;2,217.5
Feb 20, 2015;9:00 AM;981.25;318.25;195;3,920;1,169.75;14.75;2,782;3,846.5;3,297.5;619.25;52;2,153
Feb 20, 2015;9:15 AM;980.25;316.5;194;4,011;1,418.25;14.75;2,786.5;3,844;3,142.5;618.5;44;2,094.25
Feb 20, 2015;9:30 AM;977.75;311.5;195.25;4,054;1,708;14.75;2,763.5;3,853;3,010.25;618;40;2,073
Feb 20, 2015;9:45 AM;978;311.5;194.5;4,032;1,976;14.75;2,748;3,841.75;2,902;614.75;35.5;2,023.5
Feb 20, 2015;10:00 AM;978.25;311;192.5;4,048.5;2,228.25;14.75;2,777.25;3,823.5;2,875.5;521.25;42.5;1,958
Feb 20, 2015;10:15 AM;982.75;309.75;190;4,076.75;2,431.25;14.75;2,790;3,822;2,793.25;468;47.5;1,934.75
Feb 20, 2015;10:30 AM;984.5;309.75;191.75;4,169.75;2,599.75;14.75;2,788.25;3,808.75;2,651.5;465.5;45.75;1,918
Feb 20, 2015;10:45 AM;986.75;311;191.75;4,209.75;2,787.75;14.75;2,777.25;3,801.25;2,611.75;455.75;38.75;1,881.25
Feb 20, 2015;11:00 AM;987;309.75;191;4,257.25;2,958.25;14.75;2,757.5;3,790.75;2,575.5;416;38.25;1,826.5
Feb 20, 2015;11:15 AM;988.25;309.5;187;4,321;3,105.25;14.75;2,719;3,781.25;2,519.25;410.25;41.5;1,811.25
Feb 20, 2015;11:30 AM;988.75;310.25;180.75;4,385.75;3,216.5;14.75;2,713;3,778.5;2,472.75;409.25;41;1,791.25
Feb 20, 2015;11:45 AM;988.5;311.75;176.25;4,427;3,324.25;14.75;2,676.25;3,782.75;2,461;406.75;39.5;1,719.5
Feb 20, 2015;12:00 PM;991.5;312.25;175.5;4,424.75;3,419;14.75;2,667.25;3,753.25;2,404;377.75;45.75;1,711.75
Feb 20, 2015;12:15 PM;993;311.5;173.5;4,463.75;3,459;14.75;2,654.75;3,731;2,405.25;363.5;44;1,661.25
Feb 20, 2015;12:30 PM;994.25;312;165.5;4,472.75;3,440.75;14.75;2,663.25;3,713;2,361;366.25;90.75;1,568.25
Feb 20, 2015;12:45 PM;995;311.5;162.5;4,466;3,451.75;14.75;2,653;3,667;2,294.25;363.5;49.75;1,562
Feb 20, 2015;1:00 PM;992;310.5;153.75;4,422.75;3,428.5;14.75;2,678.25;3,633.25;2,055.75;365;281.25;1,463.25
Feb 20, 2015;1:15 PM;990.75;308.75;143.25;4,214.75;3,322.75;14.75;2,748.25;3,629.5;2,134;365;139.75;1,578.25
Feb 20, 2015;1:30 PM;988.25;307;139.25;3,995.75;3,212;14.75;2,758.75;3,637.75;2,250.5;365.75;43;1,619.75
Feb 20, 2015;1:45 PM;987;306;128;3,854.25;3,074.25;14.75;2,759;3,637.75;2,296;362.75;43.75;1,625.5
Feb 20, 2015;2:00 PM;989.5;306;104.75;3,799.25;2,919;14.75;2,756.5;3,618.75;2,292;353.25;100.25;1,556
Feb 20, 2015;2:15 PM;990;307;102.25;3,826.25;2,764.75;14.75;2,767.75;3,584;2,268.75;347.25;255;1,576
Feb 20, 2015;2:30 PM;988.75;308.5;107;3,769;2,591.75;14.75;2,776.75;3,562.5;2,275.75;343.25;408.75;1,631
Feb 20, 2015;2:45 PM;985.75;309.75;114.25;3,614.25;2,413.75;14.75;2,766.75;3,621;2,320.5;343.75;316.5;1,711.25
Feb 20, 2015;3:00 PM;985.5;310.5;113.75;3,534;2,185.5;14.75;2,770;3,779;2,501.5;343.75;137;1,694
Feb 20, 2015;3:15 PM;986.75;303.25;114.25;3,403.25;1,956;14.75;2,768.25;3,873.25;2,723.25;343.75;134.25;1,628
Feb 20, 2015;3:30 PM;987.75;310.75;110.75;3,248.5;1,721.25;14.75;2,769.75;3,897.75;2,973.25;337;261.75;1,685.75
Feb 20, 2015;3:45 PM;991.25;310.5;109.5;3,090.25;1,452;14.75;2,770.5;3,971.25;3,153.5;334.75;303;1,638
Feb 20, 2015;4:00 PM;997;308.25;104.75;2,971.25;1,156.5;14.75;2,728;4,094.75;3,278;387.5;42.75;1,674.75
Feb 20, 2015;4:15 PM;1,000.25;310.5;90.25;2,824.5;892.25;14.75;2,758.75;4,143.25;3,370.75;520;46.5;1,708.25
Feb 20, 2015;4:30 PM;1,001.5;311.5;80.25;2,711.25;653.5;14.75;2,768;4,165.75;3,435.75;551.25;194;1,760.5
Feb 20, 2015;4:45 PM;1,004;309.75;63.5;2,619;429;14.75;2,783;4,156;3,520.75;550;277;1,825.5
Feb 20, 2015;5:00 PM;1,002.75;307.75;51.5;2,602.5;251;14.75;2,773;4,112.25;3,662.25;498.75;143.25;1,839.75
Feb 20, 2015;5:15 PM;1,002.5;306.25;46;2,575.75;124.25;14.75;2,781.25;4,127.5;3,786.75;488.25;240.25;1,889.25
Feb 20, 2015;5:30 PM;998.5;305.25;41.75;2,581.5;33.75;14.75;2,789.25;4,075;3,892.75;487.75;322.5;1,981.75
Feb 20, 2015;5:45 PM;999.5;304.75;35.75;2,610.75;4.75;14.75;2,794.5;4,084.25;3,966.25;488.75;567.25;2,004.25
Feb 20, 2015;6:00 PM;1,001;303.75;30;2,666.25;2.5;14.75;2,785;4,154.25;3,929.5;489;465;2,194
Feb 20, 2015;6:15 PM;1,003.5;299.75;26;2,773;0;14.75;2,793.25;4,163.75;3,791.75;489.75;605;2,147.5
Feb 20, 2015;6:30 PM;1,005;298.5;25.25;2,811.25;0;14.75;2,792.5;4,164.5;3,743;490.75;627;2,159
Feb 20, 2015;6:45 PM;1,004.75;297.75;20;2,851.5;0;14.75;2,789.5;4,162.5;3,756.25;492;573.75;2,185.25
Feb 20, 2015;7:00 PM;999.25;298.5;13.75;2,859.5;0;14.75;2,790.25;4,162;3,771.5;439.75;789.75;2,077.25
Feb 20, 2015;7:15 PM;1,005.5;299;11.25;2,889.25;0;14.75;2,791.75;4,174.5;3,871;427;506;2,153
Feb 20, 2015;7:30 PM;1,003.5;298.5;10.25;2,910;0;14.75;2,792.25;4,173.25;3,880.75;423;375;2,084.75
Feb 20, 2015;7:45 PM;1,003.75;298.5;9.75;2,941;0;14.75;2,790;4,172.75;3,883.5;391.25;223.75;2,067
Feb 20, 2015;8:00 PM;1,002.5;296.5;10;2,944;0;14.75;2,798.5;4,210.25;3,839.75;383.5;371.5;2,024
Feb 20, 2015;8:15 PM;1,003;295.75;11;2,940.25;0;14.75;2,797;4,219.5;3,805.25;366.25;261.25;1,929
Feb 20, 2015;8:30 PM;1,005.25;295;10.75;2,942.25;0;14.75;2,792.25;4,214.75;3,751;307.75;69.75;1,922.75
Feb 20, 2015;8:45 PM;1,004.25;295;10.75;2,972.75;0;14.75;2,782.75;4,158;3,738;300.5;4.25;1,932
Feb 20, 2015;9:00 PM;1,003.5;295.25;12.25;3,023.75;0;14.75;2,802.25;4,039;3,613;298.5;8.5;1,826.25
Feb 20, 2015;9:15 PM;1,003;294.75;12.75;3,030.25;0;14.75;2,797;4,020.25;3,529;297.75;11;1,791.75
Feb 20, 2015;9:30 PM;1,004;294;13.25;3,054.5;0;14.75;2,787.5;3,999.25;3,470.5;297.25;36;1,712.25
Feb 20, 2015;9:45 PM;1,003.25;294.5;12.5;3,062.5;0;14.75;2,784.25;3,893.75;3,391.25;268.5;0;1,815.75
Feb 20, 2015;10:00 PM;1,001.25;295.25;11;3,041.5;0;14.75;2,803.75;3,803.5;3,341.5;245.25;4;1,937.5
Feb 20, 2015;10:15 PM;1,002.25;294.25;9;3,023.5;0;14.75;2,799;3,779.5;3,262.75;242.75;0;1,944.5
Feb 20, 2015;10:30 PM;1,002.25;293.5;7;3,039.75;0;14.75;2,799;3,758.5;3,077.75;242.25;18;1,818
Feb 20, 2015;10:45 PM;996.75;293;7.5;3,051;0;14.75;2,790.25;3,707;2,983.5;241.5;0;1,834.5
Feb 20, 2015;11:00 PM;998.25;294;7.25;3,009.5;0;14.75;2,800.25;3,591.5;2,934.75;241.25;0;1,785
Feb 20, 2015;11:15 PM;999.25;294.5;6.5;3,024.5;0;14.75;2,796.75;3,401.75;2,807.25;240.25;8.5;1,722
Feb 20, 2015;11:30 PM;999.5;294;5.25;3,044;0;14.75;2,774.5;3,375.25;2,640.75;238.25;99.25;1,595
Feb 20, 2015;11:45 PM;1,000;294.25;4.5;3,061.25;0;14.75;2,758.25;3,332.25;2,490.75;224;21.25;1,624.25
Feb 21, 2015;12:00 AM;999;292.25;4.5;3,080;0;14.75;2,733;3,255;2,373.25;219;87.5;1,579.75
Feb 21, 2015;12:15 AM;996;293.25;5;3,081.75;0;14.75;2,734.25;3,190.75;2,276.25;217.5;4;1,639
Feb 21, 2015;12:30 AM;991.25;292.5;3.75;3,130;0;14.75;2,731.5;3,175;2,151.25;218.25;1.75;1,558
Feb 21, 2015;12:45 AM;991.5;293.5;2.5;3,164.25;0;14.75;2,728.75;3,149.75;2,102.75;217.75;1.5;1,547.25
Feb 21, 2015;1:00 AM;991.5;290.5;3.5;3,138.5;0;14.75;2,735.25;3,167.75;2,077.75;217.75;4;1,576.25
Feb 21, 2015;1:15 AM;992.25;292;3.5;3,182;0;14.75;2,731.5;3,164.5;2,000.75;217.75;1.75;1,578.25
Feb 21, 2015;1:30 AM;990.5;290.75;3.75;3,203.25;0;14.75;2,715.75;3,171.25;1,918.5;217.5;1.75;1,563.5
Feb 21, 2015;1:45 AM;991.75;291.5;3;3,230.75;0;14.75;2,696.25;3,164.75;1,882.25;217.25;1.5;1,561.25
Feb 21, 2015;2:00 AM;990.75;291.25;3.25;3,268.75;0;14.75;2,719.25;3,198.25;1,883.5;217.5;0;1,688.25
Feb 21, 2015;2:15 AM;991.5;290.25;4.5;3,348.5;0;14.75;2,708.75;3,198;1,867.25;217.75;0;1,648.25
Feb 21, 2015;2:30 AM;990.75;291.5;5.25;3,397.25;0;14.75;2,713.75;3,204.5;1,863.75;217.75;0;1,624.25
Feb 21, 2015;2:45 AM;989.5;291;5.75;3,414.75;0;14.75;2,711.25;3,188.5;1,853;217.5;0;1,618.75
Feb 21, 2015;3:00 AM;987.5;290.25;5.25;3,392;0;14.75;2,716.75;3,209.5;1,824.5;217.75;0;1,592.25
Feb 21, 2015;3:15 AM;987.25;290.75;5.5;3,419;0;14.75;2,729.25;3,210.25;1,775.5;217.5;0;1,622
Feb 21, 2015;3:30 AM;988.25;290;7.5;3,454.75;0;14.75;2,731.25;3,202.5;1,774.75;217.75;0;1,628
Feb 21, 2015;3:45 AM;989.5;289.5;12;3,527;0;14.75;2,726.75;3,194.25;1,775;217.75;0;1,625.25
Feb 21, 2015;4:00 AM;988.5;290.25;16.75;3,585.5;0;14.75;2,733.75;3,154.75;1,805.25;217.5;0;1,627.25
Feb 21, 2015;4:15 AM;985.75;288.5;20;3,610.75;0;14.75;2,731.5;3,173;1,837.75;217.5;0;1,590
Feb 21, 2015;4:30 AM;987.5;288;25.25;3,603.75;0;14.75;2,731;3,170.25;1,863.75;217.5;0;1,538.75
Feb 21, 2015;4:45 AM;987.25;287.25;27.75;3,635.5;0;14.75;2,733.5;3,185.75;1,876.5;217.25;0;1,474
Feb 21, 2015;5:00 AM;986.25;286.25;31.75;3,657.75;0;14.75;2,738.5;3,239;1,871.75;217.5;0;1,480.25
Feb 21, 2015;5:15 AM;986.75;285;31.5;3,682.5;0;14.75;2,737.75;3,264.25;1,874.5;217.5;0;1,545.5
Feb 21, 2015;5:30 AM;983.5;282.75;31.75;3,716.75;0;14.75;2,736;3,261.5;1,885;217.75;0;1,542.25
Feb 21, 2015;5:45 AM;985.25;283.25;33.5;3,740.25;0;14.75;2,738;3,281.25;1,902.25;217.75;0;1,554.5
Feb 21, 2015;6:00 AM;986;282.75;42.75;3,720.5;0;14.75;2,732;3,266.5;1,932.25;217.75;0;1,564.75
Feb 21, 2015;6:15 AM;988.25;284;51.5;3,700.5;0;14.75;2,734.5;3,253;1,903.75;217.5;58.75;1,323.5
Feb 21, 2015;6:30 AM;988;284.25;44;3,673;0;14.75;2,738.5;3,249.5;1,929.75;194.25;59.25;1,388.25
Feb 21, 2015;6:45 AM;989.5;283.5;41.5;3,632.5;0;14.75;2,742.5;3,256.75;2,010.75;194;31.5;1,471.25
Feb 21, 2015;7:00 AM;990.25;282.75;48.75;3,627.25;0.5;14.75;2,730.75;3,183;2,063;194;2.5;1,514
Feb 21, 2015;7:15 AM;993.75;282.75;45;3,596.75;10.25;14.75;2,739;3,185.5;2,133.75;193.25;27.5;1,530.75
Feb 21, 2015;7:30 AM;993.25;282;42;3,552.25;48.75;14.75;2,736.75;3,183;2,225.5;193.5;35.75;1,550.5
Feb 21, 2015;7:45 AM;992.75;283;38.75;3,548.5;117.25;14.75;2,739.25;3,135.25;2,299.5;194;105.5;1,611.5
